path,total_lines,inspected_line_start,inspected_line_end,coverage_percent,inspection_method,relevant_symbols_found,evidence_threads_relevance,notes
scripts/google_ads/list_campaigns.py,35,1,35,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
scripts/google_ads/pause_generic_campaign.py,47,1,47,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
scripts/link_youtube_oauth.py,124,1,124,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
scripts/populate_core_v2.py,114,1,114,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
scripts/prepare_pmax_assets.py,53,1,53,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
scripts/prepare_rag_research_fixtures.py,859,1,859,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
scripts/rag_benchmark_studio.py,505,1,505,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
scripts/run_rag_benchmarks.py,2355,1,2355,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
scripts/secret_scan.py,128,1,128,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
youtube_videos.json,378,1,378,100,static code analysis & regex validation,0,none,Verified line-by-line via full repository parser.
