symbol_name,symbol_kind,path,line_range,module_category,relevance,inspected,notes
CompactAtlasSceneView,struct,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,2809-2819,diagnostics,indirect,yes,Scanned type definition for CompactAtlasSceneView
EmbeddingInsight,struct,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,14-24,diagnostics,indirect,yes,Scanned type definition for EmbeddingInsight
PointAnnotationLabel,struct,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,24-34,diagnostics,indirect,yes,Scanned type definition for PointAnnotationLabel
SCNVector3,extension,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,41-51,diagnostics,indirect,yes,Scanned type definition for SCNVector3
SCNVector4,extension,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,51-61,diagnostics,indirect,yes,Scanned type definition for SCNVector4
EmbeddingSceneBackgroundStyle,enum,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,78-88,diagnostics,indirect,yes,Scanned type definition for EmbeddingSceneBackgroundStyle
GradientSpec,struct,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,222-232,diagnostics,indirect,yes,Scanned type definition for GradientSpec
VizLegendItem,struct,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,232-242,diagnostics,indirect,yes,Scanned type definition for VizLegendItem
EmbeddingSpaceRenderer,struct,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,239-249,diagnostics,indirect,yes,Scanned type definition for EmbeddingSpaceRenderer
LegendChipsView,struct,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,2352-2362,diagnostics,indirect,yes,Scanned type definition for LegendChipsView
LegendChip,struct,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,2389-2399,diagnostics,indirect,yes,Scanned type definition for LegendChip
AnnotationPopoverLayer,struct,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,2421-2431,diagnostics,indirect,yes,Scanned type definition for AnnotationPopoverLayer
AnnotationBubble,struct,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,2457-2467,diagnostics,indirect,yes,Scanned type definition for AnnotationBubble
InsightCard,struct,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,2500-2510,diagnostics,indirect,yes,Scanned type definition for InsightCard
AnnotationCandidate,struct,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,2656-2666,diagnostics,indirect,yes,Scanned type definition for AnnotationCandidate
Embedding3DSceneView,struct,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,3289-3299,diagnostics,indirect,yes,Scanned type definition for Embedding3DSceneView
SceneOptions,struct,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,3291-3301,diagnostics,indirect,yes,Scanned type definition for SceneOptions
AxisLabels,struct,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,3304-3314,diagnostics,indirect,yes,Scanned type definition for AxisLabels
AnnotationData,struct,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,3318-3328,diagnostics,indirect,yes,Scanned type definition for AnnotationData
TappedPointInfo,struct,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,3331-3341,diagnostics,indirect,yes,Scanned type definition for TappedPointInfo
SceneViewContainer,struct,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,3359-3369,diagnostics,indirect,yes,Scanned type definition for SceneViewContainer
Coordinator,class,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,3399-3409,diagnostics,indirect,yes,Scanned type definition for Coordinator
SceneViewContainer,struct,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,3493-3503,diagnostics,indirect,yes,Scanned type definition for SceneViewContainer
Coordinator,class,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,3533-3543,diagnostics,indirect,yes,Scanned type definition for Coordinator
EmbeddingColorPalette,enum,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,4749-4759,diagnostics,indirect,yes,Scanned type definition for EmbeddingColorPalette
EmbeddingSpaceRenderer,struct,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,4806-4816,diagnostics,indirect,yes,Scanned type definition for EmbeddingSpaceRenderer
VisualizationsView,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,18-28,diagnostics,indirect,yes,Scanned type definition for VisualizationsView
DashboardTab,enum,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,45-55,diagnostics,indirect,yes,Scanned type definition for DashboardTab
EmptyVisualizationsView,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,277-287,diagnostics,indirect,yes,Scanned type definition for EmptyVisualizationsView
EmbeddingSpaceView,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,340-350,diagnostics,indirect,yes,Scanned type definition for EmbeddingSpaceView
ProjectionMethod,enum,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,348-358,diagnostics,indirect,yes,Scanned type definition for ProjectionMethod
EmbeddingLegendCard,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,444-454,diagnostics,indirect,yes,Scanned type definition for EmbeddingLegendCard
EmbeddingSpacePlaceholder,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,496-506,diagnostics,indirect,yes,Scanned type definition for EmbeddingSpacePlaceholder
ChunkDistributionView,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,592-602,diagnostics,indirect,yes,Scanned type definition for ChunkDistributionView
AdvancedCorpusStatsView,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,679-689,diagnostics,indirect,yes,Scanned type definition for AdvancedCorpusStatsView
QueryAnalyticsView,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,1133-1143,retrieval,indirect,yes,Scanned type definition for QueryAnalyticsView
EmptyAnalyticsView,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,1159-1169,diagnostics,indirect,yes,Scanned type definition for EmptyAnalyticsView
QueryStatsGrid,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,1183-1193,retrieval,indirect,yes,Scanned type definition for QueryStatsGrid
RecentQueriesList,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,1216-1226,diagnostics,indirect,yes,Scanned type definition for RecentQueriesList
QueryEventCard,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,1238-1248,retrieval,indirect,yes,Scanned type definition for QueryEventCard
RetrievalPatternsView,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,1286-1296,diagnostics,indirect,yes,Scanned type definition for RetrievalPatternsView
MutableAccumulator,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,1508-1518,diagnostics,indirect,yes,Scanned type definition for MutableAccumulator
DashboardSectionCard,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,1642-1652,diagnostics,indirect,yes,Scanned type definition for DashboardSectionCard
PerformanceMetricsView,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,1695-1705,diagnostics,indirect,yes,Scanned type definition for PerformanceMetricsView
PipelineStagesCard,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,1717-1727,diagnostics,indirect,yes,Scanned type definition for PipelineStagesCard
StageMetricRow,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,1757-1767,diagnostics,indirect,yes,Scanned type definition for StageMetricRow
SystemMetricsGrid,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,1781-1791,diagnostics,indirect,yes,Scanned type definition for SystemMetricsGrid
StatCard,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,1821-1831,diagnostics,indirect,yes,Scanned type definition for StatCard
EmbeddingInfoSheet,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,1862-1872,diagnostics,indirect,yes,Scanned type definition for EmbeddingInfoSheet
VisualizationInfoSection,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,1957-1967,diagnostics,indirect,yes,Scanned type definition for VisualizationInfoSection
SimilarityHeatmapView,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,1979-1989,diagnostics,indirect,yes,Scanned type definition for SimilarityHeatmapView
PipelineTimelineView,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,2303-2313,diagnostics,indirect,yes,Scanned type definition for PipelineTimelineView
SemanticClusteringView,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,2486-2496,diagnostics,indirect,yes,Scanned type definition for SemanticClusteringView
ClusteringInfoCard,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,2951-2961,diagnostics,indirect,yes,Scanned type definition for ClusteringInfoCard
ClusterPreviewCard,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,2981-2991,diagnostics,indirect,yes,Scanned type definition for ClusterPreviewCard
VisualizationMath,enum,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,3064-3074,diagnostics,indirect,yes,Scanned type definition for VisualizationMath
VisualizationChunkSampler,enum,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,3075-3085,diagnostics,indirect,yes,Scanned type definition for VisualizationChunkSampler
FTS5StorageView,struct,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,3141-3151,RAG,indirect,yes,Scanned type definition for FTS5StorageView
StoreKitTestHarness,enum,OpenIntelligence/Resources/StoreKit/StoreKitTestHarness.swift,6-16,citation,direct,yes,Scanned type definition for StoreKitTestHarness
FoundationModelDynamicProfile,enum,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelDynamicProfileRegistry.swift,14-24,lifecycle,direct,yes,Scanned type definition for FoundationModelDynamicProfile
FoundationModelErrorMapper,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelErrorMapper.swift,14-24,lifecycle,direct,yes,Scanned type definition for FoundationModelErrorMapper
MappedResult,enum,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelErrorMapper.swift,15-25,lifecycle,direct,yes,Scanned type definition for MappedResult
FoundationModelPromptCompiler,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelPromptCompiler.swift,13-23,lifecycle,direct,yes,Scanned type definition for FoundationModelPromptCompiler
FoundationModelRoutePolicy,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelRoutePolicy.swift,14-24,routing,direct,yes,Scanned type definition for FoundationModelRoutePolicy
QueryType,enum,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelRoutePolicy.swift,15-25,retrieval,direct,yes,Scanned type definition for QueryType
FoundationModelSessionFactory,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelSessionFactory.swift,14-24,lifecycle,direct,yes,Scanned type definition for FoundationModelSessionFactory
SessionResult,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelSessionFactory.swift,15-25,lifecycle,direct,yes,Scanned type definition for SessionResult
FoundationModelStructuredGenerator,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelStructuredGenerator.swift,14-24,lifecycle,direct,yes,Scanned type definition for FoundationModelStructuredGenerator
SearchDocumentsTool,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,20-30,retrieval,direct,yes,Scanned type definition for SearchDocumentsTool
Arguments,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,28-38,lifecycle,direct,yes,Scanned type definition for Arguments
ListDocumentsTool,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,63-73,lifecycle,direct,yes,Scanned type definition for ListDocumentsTool
Arguments,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,71-81,lifecycle,direct,yes,Scanned type definition for Arguments
GetDocumentSummaryTool,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,86-96,lifecycle,direct,yes,Scanned type definition for GetDocumentSummaryTool
Arguments,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,94-104,lifecycle,direct,yes,Scanned type definition for Arguments
CountPatternTool,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,116-126,lifecycle,direct,yes,Scanned type definition for CountPatternTool
Arguments,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,127-137,lifecycle,direct,yes,Scanned type definition for Arguments
SearchExactPatternTool,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,150-160,retrieval,direct,yes,Scanned type definition for SearchExactPatternTool
Arguments,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,161-171,lifecycle,direct,yes,Scanned type definition for Arguments
GetCorpusStatsTool,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,185-195,lifecycle,direct,yes,Scanned type definition for GetCorpusStatsTool
Arguments,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,199-209,lifecycle,direct,yes,Scanned type definition for Arguments
FindRelatedDocumentsTool,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,214-224,lifecycle,direct,yes,Scanned type definition for FindRelatedDocumentsTool
Arguments,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,225-235,lifecycle,direct,yes,Scanned type definition for Arguments
CompareDocumentsTool,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,251-261,lifecycle,direct,yes,Scanned type definition for CompareDocumentsTool
Arguments,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,261-271,lifecycle,direct,yes,Scanned type definition for Arguments
RetrieveCorpusEvidenceTool,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,288-298,retrieval,direct,yes,Scanned type definition for RetrieveCorpusEvidenceTool
Arguments,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,302-312,lifecycle,direct,yes,Scanned type definition for Arguments
InspectDocumentTool,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,344-354,lifecycle,direct,yes,Scanned type definition for InspectDocumentTool
Arguments,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,351-361,lifecycle,direct,yes,Scanned type definition for Arguments
CompareTopicAcrossDocumentsTool,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,367-377,lifecycle,direct,yes,Scanned type definition for CompareTopicAcrossDocumentsTool
Arguments,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,374-384,lifecycle,direct,yes,Scanned type definition for Arguments
GetLibraryOverviewTool,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,396-406,UI,direct,yes,Scanned type definition for GetLibraryOverviewTool
Arguments,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,403-413,lifecycle,direct,yes,Scanned type definition for Arguments
FoundationModelToolRegistry,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,420-430,lifecycle,direct,yes,Scanned type definition for FoundationModelToolRegistry
FoundationModelTranscriptStore,struct,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelTranscriptStore.swift,14-24,lifecycle,direct,yes,Scanned type definition for FoundationModelTranscriptStore
ThinkingStep,struct,OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,13-23,model,indirect,yes,Scanned type definition for ThinkingStep
StepType,enum,OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,23-33,model,indirect,yes,Scanned type definition for StepType
ThinkingEvent.Kind,extension,OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,50-60,model,indirect,yes,Scanned type definition for ThinkingEvent.Kind
AgenticConfig,struct,OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,77-87,model,indirect,yes,Scanned type definition for AgenticConfig
AgenticResult,struct,OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,135-145,model,indirect,yes,Scanned type definition for AgenticResult
SelfRAGVerification,struct,OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,2903-2913,RAG,indirect,yes,Scanned type definition for SelfRAGVerification
AgenticError,enum,OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,3561-3571,model,indirect,yes,Scanned type definition for AgenticError
ReasoningChainConfig,struct,OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,3586-3596,model,indirect,yes,Scanned type definition for ReasoningChainConfig
MultiChainConfig,struct,OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,3638-3648,model,indirect,yes,Scanned type definition for MultiChainConfig
MultiChainResult,struct,OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,3674-3684,model,indirect,yes,Scanned type definition for MultiChainResult
ClusterInsight,struct,OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,3681-3691,model,indirect,yes,Scanned type definition for ClusterInsight
DocumentCluster,struct,OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,3693-3703,model,indirect,yes,Scanned type definition for DocumentCluster
ReasoningChainResult,struct,OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,3707-3717,model,indirect,yes,Scanned type definition for ReasoningChainResult
AgenticOrchestrator,extension,OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,3715-3725,model,indirect,yes,Scanned type definition for AgenticOrchestrator
UnlimitedResult,struct,OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,4526-4536,model,indirect,yes,Scanned type definition for UnlimitedResult
TerminationReason,enum,OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,4533-4543,model,indirect,yes,Scanned type definition for TerminationReason
ScoredFact,struct,OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,4555-4565,model,indirect,yes,Scanned type definition for ScoredFact
EvidenceKind,enum,OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,4562-4572,model,indirect,yes,Scanned type definition for EvidenceKind
SubQuestion,struct,OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,4572-4582,model,indirect,yes,Scanned type definition for SubQuestion
FactBank,struct,OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,4581-4591,model,indirect,yes,Scanned type definition for FactBank
Update,struct,OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,4582-4592,model,indirect,yes,Scanned type definition for Update
RAGService,extension,OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,6788-6798,RAG,indirect,yes,Scanned type definition for RAGService
ConversationMemory,struct,OpenIntelligence/Services/Agentic/ConversationMemoryService.swift,28-38,model,indirect,yes,Scanned type definition for ConversationMemory
MemoryTurn,struct,OpenIntelligence/Services/Agentic/ConversationMemoryService.swift,66-76,model,indirect,yes,Scanned type definition for MemoryTurn
ConversationMemoryConfig,struct,OpenIntelligence/Services/Agentic/ConversationMemoryService.swift,118-128,model,indirect,yes,Scanned type definition for ConversationMemoryConfig
OIDocumentEntity,struct,OpenIntelligence/Services/Agentic/Entities/OIDocumentEntity.swift,12-22,model,indirect,yes,Scanned type definition for OIDocumentEntity
OIDocumentEntityQuery,struct,OpenIntelligence/Services/Agentic/Entities/OIEntityQueries.swift,12-22,retrieval,indirect,yes,Scanned type definition for OIDocumentEntityQuery
OILibraryEntityQuery,struct,OpenIntelligence/Services/Agentic/Entities/OIEntityQueries.swift,45-55,retrieval,indirect,yes,Scanned type definition for OILibraryEntityQuery
OILibraryEntity,struct,OpenIntelligence/Services/Agentic/Entities/OILibraryEntity.swift,12-22,model,indirect,yes,Scanned type definition for OILibraryEntity
QueryDocumentsIntent,struct,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,28-38,RAG,direct,yes,Scanned type definition for QueryDocumentsIntent
AddDocumentIntent,struct,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,138-148,RAG,direct,yes,Scanned type definition for AddDocumentIntent
ListDocumentsIntent,struct,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,162-172,RAG,direct,yes,Scanned type definition for ListDocumentsIntent
DocumentImportStatusIntent,struct,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,204-214,RAG,direct,yes,Scanned type definition for DocumentImportStatusIntent
RAGAppShortcutsProvider,struct,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,266-276,RAG,direct,yes,Scanned type definition for RAGAppShortcutsProvider
GetEmbeddingProviderIntent,struct,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,377-387,RAG,direct,yes,Scanned type definition for GetEmbeddingProviderIntent
EmbeddingProviderSnippetView,struct,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,430-440,RAG,direct,yes,Scanned type definition for EmbeddingProviderSnippetView
RAGResponseSnippetView,struct,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,472-482,RAG,direct,yes,Scanned type definition for RAGResponseSnippetView
DocumentListSnippetView,struct,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,516-526,RAG,direct,yes,Scanned type definition for DocumentListSnippetView
DocumentImportStatusSnippetView,struct,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,549-559,RAG,direct,yes,Scanned type definition for DocumentImportStatusSnippetView
ErrorSnippetView,struct,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,590-600,RAG,direct,yes,Scanned type definition for ErrorSnippetView
AskDocumentIntent,struct,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,610-620,RAG,direct,yes,Scanned type definition for AskDocumentIntent
SummarizeDocumentIntent,struct,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,656-666,RAG,direct,yes,Scanned type definition for SummarizeDocumentIntent
CompareDocumentsIntent,struct,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,699-709,RAG,direct,yes,Scanned type definition for CompareDocumentsIntent
SearchLibraryIntent,struct,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,747-757,RAG,direct,yes,Scanned type definition for SearchLibraryIntent
ResponseTransformError,enum,OpenIntelligence/Services/Agentic/ResponseTransformService.swift,297-307,model,indirect,yes,Scanned type definition for ResponseTransformError
ScreenAwarenessSnippetView,struct,OpenIntelligence/Services/Agentic/ScreenAwarenessIntents.swift,11-21,UI,direct,yes,Scanned type definition for ScreenAwarenessSnippetView
IngestDocumentIntent,struct,OpenIntelligence/Services/Agentic/ScreenAwarenessIntents.swift,35-45,ingestion,direct,yes,Scanned type definition for IngestDocumentIntent
IngestURLIntent,struct,OpenIntelligence/Services/Agentic/ScreenAwarenessIntents.swift,83-93,ingestion,direct,yes,Scanned type definition for IngestURLIntent
ToolCallCounter,actor,OpenIntelligence/Services/Agentic/ToolCallCounter.swift,14-24,model,indirect,yes,Scanned type definition for ToolCallCounter
AnalyzeImageIntent,struct,OpenIntelligence/Services/Agentic/VisualIntelligenceIntents.swift,22-32,App Intents,direct,yes,Scanned type definition for AnalyzeImageIntent
IngestFromCameraIntent,struct,OpenIntelligence/Services/Agentic/VisualIntelligenceIntents.swift,139-149,ingestion,direct,yes,Scanned type definition for IngestFromCameraIntent
VisualSearchIntent,struct,OpenIntelligence/Services/Agentic/VisualIntelligenceIntents.swift,160-170,retrieval,direct,yes,Scanned type definition for VisualSearchIntent
VisualAnalysisSnippetView,struct,OpenIntelligence/Services/Agentic/VisualIntelligenceIntents.swift,242-252,UI,direct,yes,Scanned type definition for VisualAnalysisSnippetView
RewriteTone,enum,OpenIntelligence/Services/Agentic/WritingToolsService.swift,323-333,model,indirect,yes,Scanned type definition for RewriteTone
SummaryStyle,enum,OpenIntelligence/Services/Agentic/WritingToolsService.swift,330-340,model,indirect,yes,Scanned type definition for SummaryStyle
WritingToolsError,enum,OpenIntelligence/Services/Agentic/WritingToolsService.swift,336-346,model,indirect,yes,Scanned type definition for WritingToolsError
BillingError,struct,OpenIntelligence/Services/Billing/BillingError.swift,4-14,billing,direct,yes,Scanned type definition for BillingError
Reason,enum,OpenIntelligence/Services/Billing/BillingError.swift,5-15,billing,direct,yes,Scanned type definition for Reason
BillingEvent,enum,OpenIntelligence/Services/Billing/BillingEvent.swift,6-16,billing,direct,yes,Scanned type definition for BillingEvent
BillingProduct,enum,OpenIntelligence/Services/Billing/BillingProduct.swift,5-15,billing,direct,yes,Scanned type definition for BillingProduct
Kind,enum,OpenIntelligence/Services/Billing/BillingProduct.swift,10-20,billing,direct,yes,Scanned type definition for Kind
BillingService,protocol,OpenIntelligence/Services/Billing/BillingService.swift,6-16,billing,direct,yes,Scanned type definition for BillingService
LocalModelAccessState,enum,OpenIntelligence/Services/Billing/EntitlementStore.swift,22-32,billing,direct,yes,Scanned type definition for LocalModelAccessState
MaximumModeQuotaState,struct,OpenIntelligence/Services/Billing/MaximumModeQuotaStore.swift,2-12,billing,direct,yes,Scanned type definition for MaximumModeQuotaState
MaximumModeAccessPolicy,enum,OpenIntelligence/Services/Billing/MonetizationPolicy.swift,2-12,billing,direct,yes,Scanned type definition for MaximumModeAccessPolicy
LegacyProtectionState,enum,OpenIntelligence/Services/Billing/MonetizationPolicy.swift,21-31,billing,direct,yes,Scanned type definition for LegacyProtectionState
EntitlementSnapshot,struct,OpenIntelligence/Services/Billing/MonetizationPolicy.swift,40-50,billing,direct,yes,Scanned type definition for EntitlementSnapshot
MaximumModeExecutionDecision,enum,OpenIntelligence/Services/Billing/MonetizationPolicy.swift,53-63,billing,direct,yes,Scanned type definition for MaximumModeExecutionDecision
DocumentSummaryService,actor,OpenIntelligence/Services/Document/Analysis/DocumentSummaryService.swift,38-48,model,indirect,yes,Scanned type definition for DocumentSummaryService
SummaryConfig,struct,OpenIntelligence/Services/Document/Analysis/DocumentSummaryService.swift,47-57,model,indirect,yes,Scanned type definition for SummaryConfig
DocumentChunk,extension,OpenIntelligence/Services/Document/Analysis/DocumentSummaryService.swift,407-417,model,indirect,yes,Scanned type definition for DocumentChunk
EntityIndexService,actor,OpenIntelligence/Services/Document/Analysis/EntityIndexService.swift,44-54,model,indirect,yes,Scanned type definition for EntityIndexService
EntityIndexSnapshotData,struct,OpenIntelligence/Services/Document/Analysis/EntityIndexService.swift,412-422,model,indirect,yes,Scanned type definition for EntityIndexSnapshotData
EntityIndexSnapshotData,extension,OpenIntelligence/Services/Document/Analysis/EntityIndexService.swift,418-428,model,indirect,yes,Scanned type definition for EntityIndexSnapshotData
EntityIndexStatistics,struct,OpenIntelligence/Services/Document/Analysis/EntityIndexService.swift,442-452,model,indirect,yes,Scanned type definition for EntityIndexStatistics
SpatialTextElement,struct,OpenIntelligence/Services/Document/Analysis/SpatialDocumentAnalyzer.swift,27-37,model,indirect,yes,Scanned type definition for SpatialTextElement
FontSizeCategory,enum,OpenIntelligence/Services/Document/Analysis/SpatialDocumentAnalyzer.swift,42-52,model,indirect,yes,Scanned type definition for FontSizeCategory
