function_name,parent_type,file_path,approximate_line_range,visibility,async,throws,primary_purpose,inputs,outputs,calls_known,called_by_known,reads_files,writes_files,touches_userdefaults,touches_keychain,touches_icloud,touches_pcc_or_cloud,touches_storekit,background_sensitive,app_lifecycle_sensitive,relevance,risk_level,evidence_level,confidence,evidence_source,evidence_command_or_file,verification_notes
detectDocumentStructure,CoreMLRegionDetector,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,421-500,internal,Yes,No,Method of CoreMLRegionDetector,"_ image: CIImage, pageNumber: Int",[DocumentDetectedRegion],,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,scan_codebase.py,Method signatures extracted from CoreMLRegionDetector
materializedCGImage,CoreMLRegionDetector,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,502-504,private,No,No,Method of CoreMLRegionDetector,from image: CIImage,CGImage?,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,scan_codebase.py,Method signatures extracted from CoreMLRegionDetector
materializedImageData,CoreMLRegionDetector,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,507-514,private,No,No,Method of CoreMLRegionDetector,from image: CIImage,Data?,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,scan_codebase.py,Method signatures extracted from CoreMLRegionDetector
clusterTextRegions,CoreMLRegionDetector,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,517-563,internal,No,No,Method of CoreMLRegionDetector,_ regions: [DocumentDetectedRegion],[DocumentDetectedRegion],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,scan_codebase.py,Method signatures extracted from CoreMLRegionDetector
regionsOverlapHorizontally,CoreMLRegionDetector,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,566-570,internal,No,No,Method of CoreMLRegionDetector,"_ a: CGRect, _ b: CGRect",Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,scan_codebase.py,Method signatures extracted from CoreMLRegionDetector
mergeRegions,CoreMLRegionDetector,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,573-594,internal,No,No,Method of CoreMLRegionDetector,"existing: [DocumentDetectedRegion], new: [DocumentDetectedRegion]",[DocumentDetectedRegion],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,scan_codebase.py,Method signatures extracted from CoreMLRegionDetector
from,ImageContentType,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,57-81,internal,No,No,Method of ImageContentType,classifications: [ImageClassification],ImageContentType,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Method signatures extracted from ImageContentType
classifyImage,ImageUnderstandingService,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,126-134,private,Yes,Yes,Method of ImageUnderstandingService,_ image: CIImage,[ImageClassification],,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Method signatures extracted from ImageUnderstandingService
classifyImageModern,ImageUnderstandingService,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,137-161,internal,Yes,Yes,Method of ImageUnderstandingService,_ image: CIImage,[ImageClassification],,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Method signatures extracted from ImageUnderstandingService
materializedCGImage,ImageUnderstandingService,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,163-165,private,No,No,Method of ImageUnderstandingService,from image: CIImage,CGImage?,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Method signatures extracted from ImageUnderstandingService
classifyImageLegacy,ImageUnderstandingService,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,167-200,internal,Yes,Yes,Method of ImageUnderstandingService,_ image: CIImage,[ImageClassification],,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Method signatures extracted from ImageUnderstandingService
extractTextFromImage,ImageUnderstandingService,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,206-287,internal,Yes,No,Method of ImageUnderstandingService,_ image: CIImage,String?,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Method signatures extracted from ImageUnderstandingService
findSurroundingContext,ImageUnderstandingService,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,293-337,internal,No,No,Method of ImageUnderstandingService,"
        for imageBounds: CGRect,
        in textObservations: [VNRecognizedTextObservation],
        maxChars: Int = 200
    ) -> (preceding: String?, following: String?",,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Method signatures extracted from ImageUnderstandingService
findAssociatedCaption,ImageUnderstandingService,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,343-387,internal,No,No,Method of ImageUnderstandingService,"
        for imageBounds: CGRect,
        in textObservations: [VNRecognizedTextObservation],
        maxDistance: CGFloat = 0.05 
    ",String?,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Method signatures extracted from ImageUnderstandingService
generateImageDescription,ImageUnderstandingService,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,393-451,internal,Yes,No,Method of ImageUnderstandingService,"
        _ image: CIImage,
        extractedText: String? = nil,  
        caption: String? = nil,
        precedingContext: String? = nil,
        followingContext: String? = nil
    ",String?,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Method signatures extracted from ImageUnderstandingService
analyzeDocumentImages,ImageUnderstandingService,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,459-563,internal,Yes,No,Method of ImageUnderstandingService,"
        images: [(image: CIImage, pageNumber: Int, bounds: CGRect)],
        textObservationsByPage: [Int: [VNRecognizedTextObservation]]
    ) async -> (images: [AnalyzedImage], metadata: VisualContentMetadata",,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Method signatures extracted from ImageUnderstandingService
analyzeOneImage,ImageUnderstandingService,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,566-623,internal,Yes,Yes,Method of ImageUnderstandingService,"
        image: CIImage,
        pageNumber: Int,
        bounds: CGRect,
        pageTextObs: [VNRecognizedTextObservation]
    ",AnalyzedImage,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Method signatures extracted from ImageUnderstandingService
generateAIDescription,ImageUnderstandingService,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,632-680,internal,Yes,No,Method of ImageUnderstandingService,"
        for image: CIImage,
        contentType: ImageContentType,
        classifications: [ImageClassification],
        extractedText: String? = nil,
        caption: String? = nil,
        precedingContext: String? = nil,
        followingContext: String? = nil
    ",String?,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Method signatures extracted from ImageUnderstandingService
buildImageDescriptionPrompt,ImageUnderstandingService,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,683-816,internal,No,No,Method of ImageUnderstandingService,"
        contentType: ImageContentType,
        classifications: [ImageClassification],
        extractedText: String?,
        caption: String?,
        precedingContext: String?,
        followingContext: String?
    ",String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Method signatures extracted from ImageUnderstandingService
analyzeImageWithAI,ImageUnderstandingService,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,821-855,internal,Yes,No,Method of ImageUnderstandingService,_ image: CIImage,EnhancedImageAnalysis,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Method signatures extracted from ImageUnderstandingService
generateCombinedDescription,ImageUnderstandingService,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,858-891,internal,No,No,Method of ImageUnderstandingService,"
        classifications: [ImageClassification],
        contentType: ImageContentType,
        extractedText: String?,
        aiDescription: String?
    ",String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Method signatures extracted from ImageUnderstandingService
analyzeStandaloneImage,ImageUnderstandingService,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,906-980,internal,Yes,No,Method of ImageUnderstandingService,_ image: CIImage,StandaloneImageAnalysis,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Method signatures extracted from ImageUnderstandingService
describeImage,ImageDescriptionService,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,1049-1066,internal,Yes,No,Method of ImageDescriptionService,_ cgImage: CGImage,String?,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Method signatures extracted from ImageDescriptionService
describeImage,ImageDescriptionService,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,1069-1095,internal,Yes,No,Method of ImageDescriptionService,"
        _ cgImage: CGImage,
        extractedText: String?,
        caption: String?
    ",String?,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Method signatures extracted from ImageDescriptionService
analyzeImage,ImageDescriptionService,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,1098-1104,internal,Yes,No,Method of ImageDescriptionService,_ cgImage: CGImage,EnhancedImageAnalysis?,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Method signatures extracted from ImageDescriptionService
loadModel,YOLODetectionService,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,71-96,internal,Yes,No,Method of YOLODetectionService,,,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,scan_codebase.py,Method signatures extracted from YOLODetectionService
detectObjects,YOLODetectionService,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,101-107,internal,Yes,No,Method of YOLODetectionService,"in image: CGImage, confidenceThreshold: Float = 0.5",[DetectedObject],,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,scan_codebase.py,Method signatures extracted from YOLODetectionService
detectObjects,YOLODetectionService,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,110-116,internal,Yes,No,Method of YOLODetectionService,"in ciImage: CIImage, confidenceThreshold: Float = 0.5",[DetectedObject],,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,scan_codebase.py,Method signatures extracted from YOLODetectionService
detectObjects,YOLODetectionService,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,119-125,internal,Yes,No,Method of YOLODetectionService,"in pixelBuffer: CVPixelBuffer, confidenceThreshold: Float = 0.5",[DetectedObject],,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,scan_codebase.py,Method signatures extracted from YOLODetectionService
detectWithYOLO,YOLODetectionService,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,129-132,internal,Yes,No,Method of YOLODetectionService,"image: CGImage, model: VNCoreMLModel, backingModel: MLModel, threshold: Float",[DetectedObject],,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,scan_codebase.py,Method signatures extracted from YOLODetectionService
detectWithYOLO,YOLODetectionService,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,134-137,internal,Yes,No,Method of YOLODetectionService,"pixelBuffer: CVPixelBuffer, model: VNCoreMLModel, backingModel: MLModel, threshold: Float",[DetectedObject],,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,scan_codebase.py,Method signatures extracted from YOLODetectionService
performYOLORequest,YOLODetectionService,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,139-177,internal,Yes,No,Method of YOLODetectionService,"handler: VNImageRequestHandler, model: VNCoreMLModel, backingModel: MLModel, threshold: Float",[DetectedObject],,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,scan_codebase.py,Method signatures extracted from YOLODetectionService
detectWithVisionFallback,YOLODetectionService,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,181-184,internal,Yes,No,Method of YOLODetectionService,"image: CGImage, threshold: Float",[DetectedObject],,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,scan_codebase.py,Method signatures extracted from YOLODetectionService
detectWithVisionFallback,YOLODetectionService,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,186-189,internal,Yes,No,Method of YOLODetectionService,"pixelBuffer: CVPixelBuffer, threshold: Float",[DetectedObject],,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,scan_codebase.py,Method signatures extracted from YOLODetectionService
performVisionFallback,YOLODetectionService,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,191-234,internal,Yes,No,Method of YOLODetectionService,"handler: VNImageRequestHandler, threshold: Float",[DetectedObject],,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,scan_codebase.py,Method signatures extracted from YOLODetectionService
formatLabel,YOLODetectionService,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,238-244,internal,No,No,Method of YOLODetectionService,_ identifier: String,String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,scan_codebase.py,Method signatures extracted from YOLODetectionService
describeObjects,YOLODetectionService,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,262-277,internal,No,No,Method of YOLODetectionService,_ objects: [DetectedObject],String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,scan_codebase.py,Method signatures extracted from YOLODetectionService
categorizeObjects,YOLODetectionService,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,280-289,internal,No,No,Method of YOLODetectionService,_ objects: [DetectedObject],[String: [DetectedObject]],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,scan_codebase.py,Method signatures extracted from YOLODetectionService
categoryFor,YOLODetectionService,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,291-307,internal,No,No,Method of YOLODetectionService,label: String,String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,scan_codebase.py,Method signatures extracted from YOLODetectionService
configureRequest,OCRConfiguration,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,123-131,internal,No,No,Method of OCRConfiguration,"_ request: VNRecognizeTextRequest, customWords: [String]? = nil",,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Method signatures extracted from OCRConfiguration
extractDynamicVocabulary,OCRConfiguration,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,148-224,internal,No,No,Method of OCRConfiguration,from rawText: String,[String],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Method signatures extracted from OCRConfiguration
customWords,OCRConfiguration,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,227-235,internal,No,No,Method of OCRConfiguration,forDocumentText documentText: String?,[String],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Method signatures extracted from OCRConfiguration
detectDocumentLanguage,OCRConfiguration,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,246-268,internal,No,No,Method of OCRConfiguration,"_ text: String) -> (isLatinScript: Bool, dominantLanguage: NLLanguage?",,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Method signatures extracted from OCRConfiguration
isGarbageText,OCRConfiguration,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,284-386,internal,No,No,Method of OCRConfiguration,"_ line: String, isLatinDocument: Bool = true",Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Method signatures extracted from OCRConfiguration
filterGarbageText,OCRConfiguration,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,398-450,internal,No,No,Method of OCRConfiguration,"
        _ text: String,
        revertIfTooAggressive: Bool = true
    ) -> (cleaned: String, removedCount: Int",,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Method signatures extracted from OCRConfiguration
normalizeExtractedText,OCRConfiguration,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,467-593,internal,No,No,Method of OCRConfiguration,"
        _ text: String,
        profile: TextNormalizationProfile = .extractedDocument
    ",String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Method signatures extracted from OCRConfiguration
replaceCJKBulletArtifacts,OCRConfiguration,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,599-650,private,No,No,Method of OCRConfiguration,_ text: String,String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Method signatures extracted from OCRConfiguration
repairLLLigature,OCRConfiguration,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,663-905,private,No,No,Method of OCRConfiguration,_ text: String,String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Method signatures extracted from OCRConfiguration
stripDocumentNoise,OCRConfiguration,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,916-964,private,No,No,Method of OCRConfiguration,_ text: String,String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Method signatures extracted from OCRConfiguration
isStandaloneAssetCode,OCRConfiguration,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,969-989,private,No,No,Method of OCRConfiguration,_ trimmed: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Method signatures extracted from OCRConfiguration
isOrphanPageAnnotation,OCRConfiguration,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,993-1013,private,No,No,Method of OCRConfiguration,_ trimmed: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Method signatures extracted from OCRConfiguration
isCrossReferenceCluster,OCRConfiguration,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,1018-1039,private,No,No,Method of OCRConfiguration,_ trimmed: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Method signatures extracted from OCRConfiguration
apply,AdaptivePreprocessor,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,1120-1182,internal,No,No,Method of AdaptivePreprocessor,"
        _ strategy: Strategy,
        to image: CIImage,
        gpuContext: CIContext,
        gpuQueue: DispatchQueue
    ",CIImage,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Method signatures extracted from AdaptivePreprocessor
selectStrategy,AdaptivePreprocessor,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,1195-1224,internal,No,No,Method of AdaptivePreprocessor,"
        textQuality: Double,
        hasNativeTextLayer: Bool,
        isScanned: Bool,
        imagePresence: Double
    ",Strategy,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Method signatures extracted from AdaptivePreprocessor
analyze,ConfidenceVerifier,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,1277-1348,internal,No,No,Method of ConfidenceVerifier,_ observation: VNRecognizedTextObservation,ObservationAnalysis,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Method signatures extracted from ConfidenceVerifier
assembleVerifiedText,ConfidenceVerifier,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,1360-1395,internal,No,No,Method of ConfidenceVerifier,"
        from observations: [VNRecognizedTextObservation],
        annotateUncertain: Bool = false
    ) -> (text: String, uncertainCount: Int, avgConfidence: Float",,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Method signatures extracted from ConfidenceVerifier
acquire,AsyncVisionSemaphore,OpenIntelligence/Services/Document/Config/VisionOCRThrottle.swift,128-139,internal,Yes,No,Method of AsyncVisionSemaphore,,,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Config/VisionOCRThrottle.swift,scan_codebase.py,Method signatures extracted from AsyncVisionSemaphore
release,AsyncVisionSemaphore,OpenIntelligence/Services/Document/Config/VisionOCRThrottle.swift,142-149,internal,No,No,Method of AsyncVisionSemaphore,,,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Config/VisionOCRThrottle.swift,scan_codebase.py,Method signatures extracted from AsyncVisionSemaphore
executeSyncOperation<T>,VisionOCRThrottle,OpenIntelligence/Services/Document/Config/VisionOCRThrottle.swift,180-202,internal,No,Yes,Method of VisionOCRThrottle,_ operation: @escaping () throws -> T,"Result<T, Error>",,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Config/VisionOCRThrottle.swift,scan_codebase.py,Method signatures extracted from VisionOCRThrottle
performSync<T>,VisionOCRThrottle,OpenIntelligence/Services/Document/Config/VisionOCRThrottle.swift,211-218,internal,No,No,Method of VisionOCRThrottle,_ operation: @escaping () -> T,T,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Config/VisionOCRThrottle.swift,scan_codebase.py,Method signatures extracted from VisionOCRThrottle
performSync<T>,VisionOCRThrottle,OpenIntelligence/Services/Document/Config/VisionOCRThrottle.swift,228-230,internal,No,Yes,Method of VisionOCRThrottle,_ operation: @escaping () throws -> T,T,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Config/VisionOCRThrottle.swift,scan_codebase.py,Method signatures extracted from VisionOCRThrottle
checkAuthorization,AudioTranscriptionService,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,102-108,internal,Yes,No,Method of AudioTranscriptionService,,Bool,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,scan_codebase.py,Method signatures extracted from AudioTranscriptionService
requestAuthorization,AudioTranscriptionService,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,111-128,internal,Yes,Yes,Method of AudioTranscriptionService,,,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,scan_codebase.py,Method signatures extracted from AudioTranscriptionService
canTranscribe,AudioTranscriptionService,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,133-136,internal,No,No,Method of AudioTranscriptionService,url: URL,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,scan_codebase.py,Method signatures extracted from AudioTranscriptionService
transcribe,AudioTranscriptionService,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,139-195,internal,Yes,Yes,Method of AudioTranscriptionService,"url: URL, language: NLLanguage = .english",TranscriptionResult,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,scan_codebase.py,Method signatures extracted from AudioTranscriptionService
cancel,AudioTranscriptionService,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,198-202,internal,No,No,Method of AudioTranscriptionService,,,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,scan_codebase.py,Method signatures extracted from AudioTranscriptionService
performTranscription,AudioTranscriptionService,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,206-278,internal,Yes,Yes,Method of AudioTranscriptionService,"
        url: URL,
        duration: TimeInterval,
        language: NLLanguage
    ",TranscriptionResult,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,scan_codebase.py,Method signatures extracted from AudioTranscriptionService
transcribeInSegments,AudioTranscriptionService,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,280-347,internal,Yes,Yes,Method of AudioTranscriptionService,"
        url: URL,
        duration: TimeInterval,
        language: NLLanguage
    ",TranscriptionResult,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,scan_codebase.py,Method signatures extracted from AudioTranscriptionService
exportSegment,AudioTranscriptionService,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,349-376,internal,Yes,Yes,Method of AudioTranscriptionService,"
        asset: AVURLAsset,
        startSeconds: TimeInterval,
        duration: TimeInterval
    ",URL,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,scan_codebase.py,Method signatures extracted from AudioTranscriptionService
