entity_name,entity_kind,file_path,approximate_line_range,category,architecture_relevance,inspected,evidence_level,confidence,evidence_source,evidence_command_or_file,verification_notes
DocumentDetectedRegion,struct,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,61-84,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,scan_codebase.py,Swift struct parser match
RegionDetectionResult,struct,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,87-120,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,scan_codebase.py,Swift struct parser match
CoreMLRegionDetector,actor,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,127-602,Unknown,Medium,Yes,code_verified,exact,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,scan_codebase.py,Swift actor parser match
DetectorError,enum,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,598-601,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,scan_codebase.py,Swift enum parser match
AnalyzedImage,struct,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,27-38,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Swift struct parser match
ImageClassification,struct,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,41-44,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Swift struct parser match
ImageContentType,enum,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,47-82,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Swift enum parser match
VisualContentMetadata,struct,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,85-103,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Swift struct parser match
ColumnLayout,enum,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,105-110,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Swift enum parser match
ImageUnderstandingService,class,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,116-981,Service,High,Yes,code_verified,exact,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Swift class parser match
StandaloneImageAnalysis,struct,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,986-1003,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Swift struct parser match
EnhancedImageAnalysis,struct,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,1008-1022,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Swift struct parser match
ImageDescriptionService,class,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,1029-1105,Service,High,Yes,code_verified,exact,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,scan_codebase.py,Swift class parser match
DetectedObject,struct,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,20-30,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,scan_codebase.py,Swift struct parser match
YOLODetectionService,actor,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,36-255,Service,High,Yes,code_verified,exact,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,scan_codebase.py,Swift actor parser match
YOLODetectionService,extension,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,259-308,Service,Medium,Yes,code_verified,exact,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,scan_codebase.py,Swift extension parser match
OCRConfiguration,enum,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,42-1040,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Swift enum parser match
TextNormalizationProfile,enum,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,44-47,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Swift enum parser match
AdaptivePreprocessor,enum,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,1056-1225,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Swift enum parser match
Strategy,struct,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,1059-1070,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Swift struct parser match
ConfidenceVerifier,enum,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,1240-1396,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Swift enum parser match
ObservationAnalysis,struct,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,1243-1256,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Swift struct parser match
UncertainNumber,struct,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,1259-1263,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,scan_codebase.py,Swift struct parser match
AsyncVisionSemaphore,actor,OpenIntelligence/Services/Document/Config/VisionOCRThrottle.swift,118-155,Unknown,Medium,Yes,code_verified,exact,OpenIntelligence/Services/Document/Config/VisionOCRThrottle.swift,scan_codebase.py,Swift actor parser match
VisionOCRThrottle,enum,OpenIntelligence/Services/Document/Config/VisionOCRThrottle.swift,178-308,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Config/VisionOCRThrottle.swift,scan_codebase.py,Swift enum parser match
TranscriptionResult,struct,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,16-30,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,scan_codebase.py,Swift struct parser match
TranscriptionSegment,struct,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,33-38,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,scan_codebase.py,Swift struct parser match
TranscriptionError,enum,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,41-65,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,scan_codebase.py,Swift enum parser match
AudioTranscriptionService,class,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,69-403,ViewModel,High,Yes,code_verified,exact,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,scan_codebase.py,Swift class parser match
AudioTranscriptionService,extension,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,407-431,Service,Medium,Yes,code_verified,exact,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,scan_codebase.py,Swift extension parser match
GazetteerEntity,struct,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,14-18,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,scan_codebase.py,Swift struct parser match
GazetteerService,actor,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,22-285,Service,High,Yes,code_verified,exact,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,scan_codebase.py,Swift actor parser match
DetectedLanguage,struct,OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,13-35,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,scan_codebase.py,Swift struct parser match
DocumentLanguageProfile,struct,OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,38-50,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,scan_codebase.py,Swift struct parser match
LanguageDetectionService,class,OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,54-243,Service,High,Yes,code_verified,exact,OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,scan_codebase.py,Swift class parser match
TranslationResult,struct,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,16-22,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,scan_codebase.py,Swift struct parser match
TranslationConfig,struct,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,25-35,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,scan_codebase.py,Swift struct parser match
TranslationService,class,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,40-287,ViewModel,High,Yes,code_verified,exact,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,scan_codebase.py,Swift class parser match
DocumentProcessor,extension,OpenIntelligence/Services/Document/Processing/DocumentProcessor+DocumentIngestionEngine.swift,3-34,Service,High,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/DocumentProcessor+DocumentIngestionEngine.swift,scan_codebase.py,Swift extension parser match
DocumentProcessor,class,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,25-9036,Service,High,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Swift class parser match
ProcessedChunk,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,26-46,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Swift struct parser match
StructuredTablePayload,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,48-94,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Swift struct parser match
ChunkingOverride,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,296-300,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Swift struct parser match
StructuredExtractionResult,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,305-310,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Swift struct parser match
StructuredElementWrapper,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,314-349,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Swift struct parser match
RegionCropRescuePayload,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,351-371,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Swift struct parser match
ExtractionProgress,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,376-390,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Swift struct parser match
PageInfo,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,1030-1042,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Swift struct parser match
PageExtractionResult,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,3297-3304,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Swift struct parser match
PageData,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,3309-3319,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Swift struct parser match
PageRenderData,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,3923-3930,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Swift struct parser match
PageParseResult,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,3933-3943,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Swift struct parser match
SpatialLine,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,7487-7492,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Swift struct parser match
OCRReadingBlock,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,7636-7640,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Swift struct parser match
DetectedTable,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,7901-7926,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Swift struct parser match
DocumentProcessingError,enum,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,9040-9097,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Swift enum parser match
ZIPArchive,class,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,9103-9277,Unknown,Medium,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Swift class parser match
CentralDirectoryEntry,struct,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,9108-9113,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Swift struct parser match
IntelligentProcessingResult,struct,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,25-30,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,scan_codebase.py,Swift struct parser match
StructuredDocumentContent,struct,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,33-39,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,scan_codebase.py,Swift struct parser match
ExtractedTextBlock,struct,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,41-49,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,scan_codebase.py,Swift struct parser match
ExtractedTable,struct,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,51-58,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,scan_codebase.py,Swift struct parser match
ExtractedFigure,struct,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,60-67,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,scan_codebase.py,Swift struct parser match
ExtractedList,struct,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,69-75,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,scan_codebase.py,Swift struct parser match
DocumentStructureMetadata,struct,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,77-86,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,scan_codebase.py,Swift struct parser match
IntelligentProcessingMetrics,struct,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,88-95,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,scan_codebase.py,Swift struct parser match
RegionRescueResult,struct,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,97-105,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,scan_codebase.py,Swift struct parser match
IntelligentDocumentProcessor,actor,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,111-1056,Unknown,Medium,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,scan_codebase.py,Swift actor parser match
ProcessingOptions,struct,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,1025-1055,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,scan_codebase.py,Swift struct parser match
IntelligentProcessingResult,extension,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,1060-1094,Extension,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,scan_codebase.py,Swift extension parser match
TextBlock,struct,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,21-39,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,scan_codebase.py,Swift struct parser match
DetectedColumn,struct,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,44-53,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,scan_codebase.py,Swift struct parser match
LayoutAnalysisResult,struct,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,57-69,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,scan_codebase.py,Swift struct parser match
TableRegion,struct,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,72-79,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,scan_codebase.py,Swift struct parser match
LayoutAwareExtractor,actor,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,84-775,Service,High,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,scan_codebase.py,Swift actor parser match
ReadingElement,struct,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,105-109,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,scan_codebase.py,Swift struct parser match
LayoutAwareExtractor,extension,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,779-815,Service,High,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,scan_codebase.py,Swift extension parser match
StreamingXMLProcessor,class,OpenIntelligence/Services/Document/Processing/StreamingXMLProcessor.swift,24-779,Unknown,Medium,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/StreamingXMLProcessor.swift,scan_codebase.py,Swift class parser match
StreamingXMLChunk,struct,OpenIntelligence/Services/Document/Processing/StreamingXMLProcessor.swift,65-69,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/StreamingXMLProcessor.swift,scan_codebase.py,Swift struct parser match
HealthRecordAggregate,struct,OpenIntelligence/Services/Document/Processing/StreamingXMLProcessor.swift,152-254,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/StreamingXMLProcessor.swift,scan_codebase.py,Swift struct parser match
YearlyAggregate,struct,OpenIntelligence/Services/Document/Processing/StreamingXMLProcessor.swift,169-174,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/StreamingXMLProcessor.swift,scan_codebase.py,Swift struct parser match
WorkoutAggregate,struct,OpenIntelligence/Services/Document/Processing/StreamingXMLProcessor.swift,256-310,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/StreamingXMLProcessor.swift,scan_codebase.py,Swift struct parser match
YearlyWorkout,struct,OpenIntelligence/Services/Document/Processing/StreamingXMLProcessor.swift,268-273,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/StreamingXMLProcessor.swift,scan_codebase.py,Swift struct parser match
StructuredElement,enum,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,42-83,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,scan_codebase.py,Swift enum parser match
DetectedEntity,struct,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,87-116,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,scan_codebase.py,Swift struct parser match
EntityType,enum,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,88-97,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,scan_codebase.py,Swift enum parser match
TableCellAlignment,enum,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,119-124,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,scan_codebase.py,Swift enum parser match
TableData,struct,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,127-478,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,scan_codebase.py,Swift struct parser match
StructuredPageContent,struct,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,481-505,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,scan_codebase.py,Swift struct parser match
StructuredDocumentParser,actor,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,509-1706,Unknown,Medium,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,scan_codebase.py,Swift actor parser match
OCRFallbackReadingBlock,struct,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,513-517,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,scan_codebase.py,Swift struct parser match
StructuredDocumentSnapshot,struct,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,519-526,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,scan_codebase.py,Swift struct parser match
CellContentType,enum,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,1160-1165,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,scan_codebase.py,Swift enum parser match
StructuredParsingError,enum,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,1710-1725,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,scan_codebase.py,Swift enum parser match
ChunkMetadata,extension,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,1729-1752,Extension,Low,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,scan_codebase.py,Swift extension parser match
VisualCaptioningService,actor,OpenIntelligence/Services/Document/Processing/VisualCaptioningService.swift,19-70,Service,High,Yes,code_verified,exact,OpenIntelligence/Services/Document/Processing/VisualCaptioningService.swift,scan_codebase.py,Swift actor parser match
LibraryIntelligenceCenter,actor,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,14-786,Unknown,Medium,Yes,code_verified,exact,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,scan_codebase.py,Swift actor parser match
CorpusSignals,struct,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,18-30,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,scan_codebase.py,Swift struct parser match
ChunkingPlan,struct,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,33-44,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,scan_codebase.py,Swift struct parser match
Strategy,enum,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,34-38,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,scan_codebase.py,Swift enum parser match
EmbeddingPlan,struct,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,47-53,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,scan_codebase.py,Swift struct parser match
RetrievalPlan,struct,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,56-75,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,scan_codebase.py,Swift struct parser match
FusionStyle,enum,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,57-61,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,scan_codebase.py,Swift enum parser match
RerankerStrategy,enum,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,63-67,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,scan_codebase.py,Swift enum parser match
DocumentProfile,struct,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,78-85,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,scan_codebase.py,Swift struct parser match
IntelligenceReport,struct,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,88-95,Model,Low,Yes,code_verified,exact,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,scan_codebase.py,Swift struct parser match
QuerySignals,struct,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,258-262,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,scan_codebase.py,Swift struct parser match
EmbeddingService,class,OpenIntelligence/Services/Embedding/EmbeddingService.swift,13-423,Service,High,Yes,code_verified,exact,OpenIntelligence/Services/Embedding/EmbeddingService.swift,scan_codebase.py,Swift class parser match
EmbeddingError,enum,OpenIntelligence/Services/Embedding/EmbeddingService.swift,427-483,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Services/Embedding/EmbeddingService.swift,scan_codebase.py,Swift enum parser match
AppleFMEmbeddingProvider,class,OpenIntelligence/Services/Embedding/Providers/AppleFMEmbeddingProvider.swift,19-47,Unknown,Medium,Yes,code_verified,exact,OpenIntelligence/Services/Embedding/Providers/AppleFMEmbeddingProvider.swift,scan_codebase.py,Swift class parser match
CoreAISentenceEmbeddingProvider,class,OpenIntelligence/Services/Embedding/Providers/CoreAISentenceEmbeddingProvider.swift,18-146,Unknown,Medium,Yes,code_verified,exact,OpenIntelligence/Services/Embedding/Providers/CoreAISentenceEmbeddingProvider.swift,scan_codebase.py,Swift class parser match
MLArrayBufferSet,struct,OpenIntelligence/Services/Embedding/Providers/CoreMLSentenceEmbeddingProvider.swift,15-19,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Services/Embedding/Providers/CoreMLSentenceEmbeddingProvider.swift,scan_codebase.py,Swift struct parser match
MLArrayBufferPool,actor,OpenIntelligence/Services/Embedding/Providers/CoreMLSentenceEmbeddingProvider.swift,23-59,Unknown,Medium,Yes,code_verified,exact,OpenIntelligence/Services/Embedding/Providers/CoreMLSentenceEmbeddingProvider.swift,scan_codebase.py,Swift actor parser match
CoreMLSentenceEmbeddingProvider,class,OpenIntelligence/Services/Embedding/Providers/CoreMLSentenceEmbeddingProvider.swift,61-467,Unknown,Medium,Yes,code_verified,exact,OpenIntelligence/Services/Embedding/Providers/CoreMLSentenceEmbeddingProvider.swift,scan_codebase.py,Swift class parser match
EmbeddingProvider,protocol,OpenIntelligence/Services/Embedding/Providers/EmbeddingProvider.swift,12-39,Unknown,Medium,Yes,code_verified,exact,OpenIntelligence/Services/Embedding/Providers/EmbeddingProvider.swift,scan_codebase.py,Swift protocol parser match
