view_name,file_path,screen_area,state_variables,bindings,environment_objects,observed_objects,services_used,models_rendered,user_actions,functions_triggered,persistence_touched_indirectly,cloud_or_routing_touched_indirectly,billing_gates_shown,risk_level,relevant_docs,evidence_level,confidence,evidence_source,evidence_command_or_file,verification_notes
LibraryColorPicker,OpenIntelligence/Features/Documents/Settings/ColorPicker.swift,Library,"selectedPalette, customHex, showCustomInput",selectedColorHex,dismiss,,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Settings/ColorPicker.swift,scan_codebase.py,Extracted View state properties
ColorPickerButton,OpenIntelligence/Features/Documents/Settings/ColorPicker.swift,Library,showingPicker,selectedColorHex,,,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Settings/ColorPicker.swift,scan_codebase.py,Extracted View state properties
AccentColorPicker,OpenIntelligence/Features/Documents/Settings/ColorPicker.swift,Library,,selectedAccentHex,dismiss,,,,Button Click,accentButton,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Settings/ColorPicker.swift,scan_codebase.py,Extracted View state properties
AccentColorSettingsRow,OpenIntelligence/Features/Documents/Settings/ColorPicker.swift,Library,showingPicker,accentColorHex,,,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Settings/ColorPicker.swift,scan_codebase.py,Extracted View state properties
ChunkingPreview,OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet+Sections.swift,Library,,,,,,,Button Click,"featureTag, chunkColor",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet+Sections.swift,scan_codebase.py,Extracted View state properties
ContainerSettingsSheet,OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet.swift,Library,"name, icon, colorHex, syncMode, providerId, dim, dbKind, autoAdaptDimension, pendingReembedContext, showingReembedConfirmation, isReembedding, reembedProgress, reembedError, hasInitialized, providerAvailability, showingDBChangeConfirmation, pendingDBChange, showingPlanSheet, showingDeleteConfirmation, retrievalConfig, chunkingStrategy, targetWordWindow, overlapWords, chunkingSource, actualProviderInUse, providerFallbackReason, showNerdStats, containerFTSStats, containerTopTerms, isLoadingNerdStats, autoTagOnIngestion, preferredTranslationLanguage",,"settings, entitlementStore, workspaceSyncService, dismiss","containerService, ragService","RAGService, WorkspaceSyncService, ContainerService, EmbeddingService, SQLiteFullTextService, EntitlementStore, SettingsStore",,Button Click,"supportedDimensions, validateDimensionForProvider, documents, normalizeProviderAndDimension, refreshProviderAvailability",Yes,Yes,Yes,High,,code_verified,high,OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet.swift,scan_codebase.py,Extracted View state properties
SelectableOptionCard,OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet.swift,Library,,,,,SQLiteFullTextService,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet.swift,scan_codebase.py,Extracted View state properties
Pill,OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet.swift,scan_codebase.py,Extracted View state properties
SettingHelpCallout,OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet.swift,scan_codebase.py,Extracted View state properties
AutoIntelligencePanel,OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet.swift,Library,,,,,,,Button Click,"friendlyProviderName, percentage",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet.swift,scan_codebase.py,Extracted View state properties
InsightLine,OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet.swift,scan_codebase.py,Extracted View state properties
DocumentContextSummary,OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet.swift,scan_codebase.py,Extracted View state properties
DocumentProfileRow,OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet.swift,scan_codebase.py,Extracted View state properties
TopicChip,OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet.swift,scan_codebase.py,Extracted View state properties
ReembedStatusBanner,OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet.swift,scan_codebase.py,Extracted View state properties
SFSymbolPicker,OpenIntelligence/Features/Documents/Settings/SFSymbolPicker.swift,Library,"searchText, selectedCategory",selectedSymbol,dismiss,,,,Button Click,"categoryTab, symbolButton, suggestedSymbolButton",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Settings/SFSymbolPicker.swift,scan_codebase.py,Extracted View state properties
SFSymbolPickerButton,OpenIntelligence/Features/Documents/Settings/SFSymbolPicker.swift,Library,showingPicker,selectedSymbol,,,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Settings/SFSymbolPicker.swift,scan_codebase.py,Extracted View state properties
OnboardingChecklistLauncher,OpenIntelligence/Features/Onboarding/OnboardingChecklistLauncher.swift,Main,,,,,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Onboarding/OnboardingChecklistLauncher.swift,scan_codebase.py,Extracted View state properties
OnboardingChecklistView,OpenIntelligence/Features/Onboarding/OnboardingChecklistView.swift,Main,"currentPage, showHeadline, showSubtitle, cardsRevealed, hasSentImportRequest, isProcessing, processingStatus, processingComplete, processingFailed, pulsePhase, processingStartTime, smoothTimeMs, localIngestionItems, logEntries, lastSnapshotPerItem",,"onboardingStore, reduceMotion",ragService,RAGService,,Button Click,"dashCounter, pipelineCapsule, compactDetail, diffAndEmitLogEntries, logEntryForStageChange",Yes,No,No,Low,,code_verified,high,OpenIntelligence/Features/Onboarding/OnboardingChecklistView.swift,scan_codebase.py,Extracted View state properties
PipelineLogRow,OpenIntelligence/Features/Onboarding/OnboardingChecklistView.swift,Main,,,,,,,,timestampString,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Onboarding/OnboardingChecklistView.swift,scan_codebase.py,Extracted View state properties
UseCaseCard,OpenIntelligence/Features/Onboarding/OnboardingChecklistView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Onboarding/OnboardingChecklistView.swift,scan_codebase.py,Extracted View state properties
ExampleQuestionPill,OpenIntelligence/Features/Onboarding/OnboardingChecklistView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Onboarding/OnboardingChecklistView.swift,scan_codebase.py,Extracted View state properties
SplashBackdrop,OpenIntelligence/Features/Onboarding/OnboardingChecklistView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Onboarding/OnboardingChecklistView.swift,scan_codebase.py,Extracted View state properties
OpenIntelligenceLinks,OpenIntelligence/Features/Settings/AboutView.swift,Settings,,,,,"RAGService, SettingsStore",,Button Click,,Yes,No,No,Low,,code_verified,high,OpenIntelligence/Features/Settings/AboutView.swift,scan_codebase.py,Extracted View state properties
FeatureRow,OpenIntelligence/Features/Settings/Components/FeatureRow.swift,Settings,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Settings/Components/FeatureRow.swift,scan_codebase.py,Extracted View state properties
InfoRow,OpenIntelligence/Features/Settings/Components/InfoRow.swift,Settings,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Settings/Components/InfoRow.swift,scan_codebase.py,Extracted View state properties
ModelConfigurationSheet,OpenIntelligence/Features/Settings/Components/ModelConfigurationSheet.swift,Settings,"temperature, maxTokens, topP, contextLength, frequencyPenalty, presencePenalty, repetitionPenalty, systemPrompt, showSystemPromptEditor, selectedPreset",,"dismiss, settings",,SettingsStore,,Button Click,"loadCurrentSettings, applySettings, applyPreset, resetToDefaults",Yes,No,No,Low,,code_verified,high,OpenIntelligence/Features/Settings/Components/ModelConfigurationSheet.swift,scan_codebase.py,Extracted View state properties
PresetCard,OpenIntelligence/Features/Settings/Components/ModelConfigurationSheet.swift,Settings,,,,,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Settings/Components/ModelConfigurationSheet.swift,scan_codebase.py,Extracted View state properties
SystemPromptEditorSheet,OpenIntelligence/Features/Settings/Components/ModelConfigurationSheet.swift,Settings,localPrompt,prompt,dismiss,,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Settings/Components/ModelConfigurationSheet.swift,scan_codebase.py,Extracted View state properties
ModelInfoCard,OpenIntelligence/Features/Settings/Components/ModelInfoCard.swift,Settings,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Settings/Components/ModelInfoCard.swift,scan_codebase.py,Extracted View state properties
ModelPipelineRow,OpenIntelligence/Features/Settings/Components/ModelPipelineRow.swift,Settings,,,,,,,,color,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Settings/Components/ModelPipelineRow.swift,scan_codebase.py,Extracted View state properties
ModelSelectorSheet,OpenIntelligence/Features/Settings/Components/ModelSelectorSheet.swift,Settings,"previewModel, deviceCapabilities",,"dismiss, settings, entitlementStore",ragService,"RAGService, EntitlementStore, SettingsStore",,Button Click,"sectionHeader, modelPreviewSheet, specRow, activateModel",Yes,No,Yes,High,,code_verified,high,OpenIntelligence/Features/Settings/Components/ModelSelectorSheet.swift,scan_codebase.py,Extracted View state properties
SettingsView,OpenIntelligence/Features/Settings/SettingsView.swift,Settings,"deviceCapabilities, pipelineStages, showPlanSheet, planEntryPoint, showAdvancedGeneration, isRefreshingSharedWorkspace, sharedWorkspaceRefreshMessage, gpuLevel",,"containerService, settings, entitlementStore, workspaceSyncService, openURL",ragService,"RAGService, WorkspaceSyncService, ContainerService, AgenticOrchestrator, EntitlementStore, SettingsStore",,Button Click,"statusPill, quotaItem, modelCapabilityPill, resolvePendingBootstrap, routingFactorPill",Yes,Yes,Yes,High,,code_verified,high,OpenIntelligence/Features/Settings/SettingsView.swift,scan_codebase.py,Extracted View state properties
LiveTelemetryStatsView,OpenIntelligence/Features/Telemetry/Dashboard/LiveTelemetryStatsView.swift,Main,pulseScale,,,telemetry,,,,"categoryColor, formatTime, formatNumber",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Dashboard/LiveTelemetryStatsView.swift,scan_codebase.py,Extracted View state properties
TelemetryMetricRow,OpenIntelligence/Features/Telemetry/Dashboard/LiveTelemetryStatsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Dashboard/LiveTelemetryStatsView.swift,scan_codebase.py,Extracted View state properties
HardwareXRayOverlay,OpenIntelligence/Features/Telemetry/Dashboard/MotherboardHUDView.swift,Main,keyboardObserver,,settings,,SettingsStore,,,"orientRect, rectToScreen",Yes,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Dashboard/MotherboardHUDView.swift,scan_codebase.py,Extracted View state properties
GlowingSoCBorder,OpenIntelligence/Features/Telemetry/Dashboard/MotherboardHUDView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Dashboard/MotherboardHUDView.swift,scan_codebase.py,Extracted View state properties
GlowingTapticBorder,OpenIntelligence/Features/Telemetry/Dashboard/MotherboardHUDView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Dashboard/MotherboardHUDView.swift,scan_codebase.py,Extracted View state properties
FloatingTapticIndicator,OpenIntelligence/Features/Telemetry/Dashboard/MotherboardHUDView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Dashboard/MotherboardHUDView.swift,scan_codebase.py,Extracted View state properties
SiliconLegend,OpenIntelligence/Features/Telemetry/Dashboard/MotherboardHUDView.swift,Main,,,,,,,,componentColor,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Dashboard/MotherboardHUDView.swift,scan_codebase.py,Extracted View state properties
TelemetryDashboardView,OpenIntelligence/Features/Telemetry/Dashboard/TelemetryDashboardView.swift,Main,selectedFilter,,,telemetry,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Dashboard/TelemetryDashboardView.swift,scan_codebase.py,Extracted View state properties
EmptyTelemetryView,OpenIntelligence/Features/Telemetry/Dashboard/TelemetryDashboardView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Dashboard/TelemetryDashboardView.swift,scan_codebase.py,Extracted View state properties
ModernTelemetryCard,OpenIntelligence/Features/Telemetry/Dashboard/TelemetryDashboardView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Dashboard/TelemetryDashboardView.swift,scan_codebase.py,Extracted View state properties
TelemetryRow,OpenIntelligence/Features/Telemetry/Dashboard/TelemetryDashboardView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Dashboard/TelemetryDashboardView.swift,scan_codebase.py,Extracted View state properties
NLChunkingDiagnosticsView,OpenIntelligence/Features/Telemetry/Diagnostics/NLChunkingDiagnosticsView.swift,Diagnostics,"diagnostics, lastUpdated",,,,SemanticChunker,,,"metric, languageString, sortedHypotheses, languageCodeToName, relativeDate",No,No,No,Medium,,code_verified,high,OpenIntelligence/Features/Telemetry/Diagnostics/NLChunkingDiagnosticsView.swift,scan_codebase.py,Extracted View state properties
AdaptiveVisualizationsView,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,Main,"engine, selectedInsight, expandedView, showAllViews, showAllInsights, show3DFullscreen, atlasMode, showAtlasSettings, atlasProjection, atlasPointScale, atlasAutoRotate, atlasDepthCue, atlasShowLabels, atlasShowAxes, atlasBackground",,"ragService, containerService",,"RAGService, ContainerService",,Button Click,"hero3DAtlasSection, atlasTopicLegend, atlas3DStatsBar, quickMetricsStrip, insightCardsSection",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,scan_codebase.py,Extracted View state properties
QuickMetric,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,scan_codebase.py,Extracted View state properties
InsightCard,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,Main,,,,,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,scan_codebase.py,Extracted View state properties
RecommendedViewCard,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,Main,,,,,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,scan_codebase.py,Extracted View state properties
StatTile,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,scan_codebase.py,Extracted View state properties
TopicCloudView,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,scan_codebase.py,Extracted View state properties
ContentBreakdownView,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,scan_codebase.py,Extracted View state properties
ClusterOverviewView,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,scan_codebase.py,Extracted View state properties
RetrievalFlowView,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,scan_codebase.py,Extracted View state properties
DocumentRelationshipView,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,scan_codebase.py,Extracted View state properties
SimilarityHeatmapPreview,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,Main,,,,,,,,heatmapColor,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,scan_codebase.py,Extracted View state properties
LibraryTimelineView,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,Main,,,,,,,,formatAge,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,scan_codebase.py,Extracted View state properties
AtlasStatPill,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,scan_codebase.py,Extracted View state properties
AtlasToggleChip,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,Main,,isOn,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,scan_codebase.py,Extracted View state properties
CompactInsightCard,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,Main,,,,,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,scan_codebase.py,Extracted View state properties
Fullscreen3DAtlasView,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,Main,"projectionMethod, pointScale, autoRotate, depthCue, showLabels, showLines, backgroundStyle, showSettings, isLoading, points, colors, annotations, sceneReloadToken, profile, chunkTopicAssignments, docLegendItems, dynamicAxisLabels, fts5TopTerms, fts5KeyPhrases",,"dismiss, ragService, containerService",,"RAGService, ContainerService, SQLiteFullTextService",,Button Click,"autoScaledPointScale, methodName, styleName, axisRow, loadData",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,scan_codebase.py,Extracted View state properties
CompactAtlasSceneView,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,Main,"isLoading, points, colors, annotations, sceneReloadToken, chunkTopicAssignments, fts5TopTerms, fts5KeyPhrases, dynamicAxisLabels",,"ragService, containerService",,"RAGService, ContainerService, SQLiteFullTextService",,,"autoScaledPointScale, buildTopicColorLegend, loadAndProject, scalePointsForViewing, assignTopicsNLP",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,scan_codebase.py,Extracted View state properties
EmbeddingSpaceRenderer,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,Main,"isLoading, points, pointColorsUI, legendItems, errorText, sampleLimit, allDocIdsForPoints, totalPoints, selectedDocFilters, loadTask, pointScale, autoRotate, showAxes, depthCue, backgroundStyle, sceneReloadToken, insights, focusMode, showHUD, showClusterLabels, annotationLabels, searchQuery, isSearching, highlightedPointIndices, tappedPointIndex, showPointDetail, chunkTexts, chunkDocNames, dynamicAxisLabels, showHelpTip, fts5TopTerms, fts5KeyPhrases",selectedDocFilters,"ragService, containerService",,"RAGService, ContainerService, SQLiteFullTextService",,Button Click,"errorBanner, calculateVariance, calculateBalanceScore, balanceColor, balanceDescription",Yes,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,scan_codebase.py,Extracted View state properties
SpatialStatMini,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,scan_codebase.py,Extracted View state properties
AxisDistributionBar,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,scan_codebase.py,Extracted View state properties
ControlToggleButton,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,Main,,,,,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,scan_codebase.py,Extracted View state properties
EmbeddingStatMini,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,scan_codebase.py,Extracted View state properties
ProjectionDetailRow,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,scan_codebase.py,Extracted View state properties
DistributionBar,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,scan_codebase.py,Extracted View state properties
VectorSpaceIndicator,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,scan_codebase.py,Extracted View state properties
LegendChipsView,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,Main,,selectedDocFilters,,,,,,toggle,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,scan_codebase.py,Extracted View state properties
LegendChip,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,scan_codebase.py,Extracted View state properties
AnnotationPopoverLayer,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,Main,,,,,,,,"depthScale, depthOpacity",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,scan_codebase.py,Extracted View state properties
AnnotationBubble,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,scan_codebase.py,Extracted View state properties
InsightCard,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,scan_codebase.py,Extracted View state properties
AnnotationCandidate,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,scan_codebase.py,Extracted View state properties
Embedding3DSceneView,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,scan_codebase.py,Extracted View state properties
EmbeddingSpaceRenderer,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,scan_codebase.py,Extracted View state properties
VisualizationsView,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,selectedTab,,"ragService, containerService",,"RAGService, ContainerService",,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
EmptyVisualizationsView,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
EmbeddingSpaceView,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,"projectionMethod, showingInfo",,,,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
EmbeddingLegendCard,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
AxisRow,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
EmbeddingSpacePlaceholder,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,,,,,drawSimulatedClusters,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
ChunkDistributionView,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
AdvancedCorpusStatsView,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,showNerdStats,,,,,,Button Click,"formatLargeNumber, formatTimeInterval, typeColor, calculateUniformityScore, calculateCoverageScore",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
CorpusQuickStat,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
NerdStatRow,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
QualityIndicatorRow,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
QueryAnalyticsView,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Main,,,,"ragService, telemetry",,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,scan_codebase.py,Extracted View state properties
