component_id,component_name,subsystem,owning_files,main_entities,entry_points,depends_on,used_by,reads_from,writes_to,sync_boundary,cloud_boundary,billing_boundary,app_intent_boundary,risk_level,relevant_docs,notes,evidence_level,confidence,evidence_source,evidence_command_or_file,verification_notes
FoundationModelTranscriptStore,FoundationModelTranscriptStore,Apple Foundation Models,OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelTranscriptStore.swift,FoundationModelTranscriptStore,"estimateTranscriptTokens, trimTranscript",,,,,no,no,no,no,high,Docs/Engineering/APPLE_MODELS.md,Local Apple FM inference wrapper,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
CoreAIEmbeddingBackend,CoreAIEmbeddingBackend,embeddings,OpenIntelligence/Services/AIPlatform/CoreAI/CoreAIEmbeddingBackend.swift,CoreAIEmbeddingBackend,generateEmbedding,,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Generates CoreML embeddings vectors,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
CoreAIExecutionBackend,CoreAIExecutionBackend,embeddings,OpenIntelligence/Services/AIPlatform/CoreAI/CoreAIExecutionBackend.swift,"CoreAIExecutionBackendProtocol, CoreAIExecutionBackend","execute, execute",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Generates CoreML embeddings vectors,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
CoreAIModelRegistry,CoreAIModelRegistry,embeddings,OpenIntelligence/Services/AIPlatform/CoreAI/CoreAIModelRegistry.swift,"CoreAIModelConfig, CoreAIModelType, CoreAIModelRegistry","registerModel, getModelConfig",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Generates CoreML embeddings vectors,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
AgenticOrchestrator,AgenticOrchestrator,PCC routing/consent,OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,"ThinkingStep, StepType, AgenticConfig, AgenticResult, AgenticOrchestrator, ResearchAction, SelfRAGVerification, CitationVerificationResult, AgenticError, ReasoningChainConfig, MultiChainConfig, MultiChainResult, ClusterInsight, DocumentCluster, DocumentSemanticProfile, ReasoningChainResult, UnlimitedResult, TerminationReason, ScoredFact, EvidenceKind, SubQuestion, FactBank, Update","makeDetailedEventForwarder, execute, logStepTokens, checkLexicalRelevance, evaluateRetrievalQuality","AppleFoundationModels, SettingsStore",retrieval,UserDefaults,,no,yes,no,no,high,Docs/PRIVACY_AND_ROUTING.md,PCC boundary routing and user consent,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
ConversationMemoryService,ConversationMemoryService,iCloud/workspace sync,OpenIntelligence/Services/Agentic/ConversationMemoryService.swift,"ConversationMemory, MemoryTurn, ConversationMemoryConfig, ConversationMemoryService, ConversationMemoryServiceUnavailable","calculateImportance, adaptiveBudget, configure, memory, addTurn","iCloud Drive Ubiquity, ContainerService",library/container management,iCloud Drive Ubiquity / SQLite,iCloud Drive Ubiquity / SQLite,yes,no,no,no,high,Docs/AppleIntelligenceTransitionPlan.md,iCloud Drive Ubiquity/iCloud database synchronization,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
OIDocumentEntity,OIDocumentEntity,App Intents/Siri/Shortcuts,OpenIntelligence/Services/Agentic/Entities/OIDocumentEntity.swift,OIDocumentEntity,,"retrieval, document import",SiriDaemon,,,no,no,no,yes,high,Docs/ROADMAP.md,Siri and Shortcuts automation triggers,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
OIEntityQueries,OIEntityQueries,App Intents/Siri/Shortcuts,OpenIntelligence/Services/Agentic/Entities/OIEntityQueries.swift,"OIDocumentEntityQuery, OILibraryEntityQuery","entities, suggestedEntities, entities, allEntities, loadAllDocuments","retrieval, document import",SiriDaemon,,,no,no,no,yes,high,Docs/ROADMAP.md,Siri and Shortcuts automation triggers,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
OILibraryEntity,OILibraryEntity,App Intents/Siri/Shortcuts,OpenIntelligence/Services/Agentic/Entities/OILibraryEntity.swift,OILibraryEntity,,"retrieval, document import",SiriDaemon,,,no,no,no,yes,high,Docs/ROADMAP.md,Siri and Shortcuts automation triggers,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
RAGAppIntents,RAGAppIntents,App Intents/Siri/Shortcuts,OpenIntelligence/Services/Agentic/RAGAppIntents.swift,"DocumentImportStatusSnapshot, QueryDocumentsIntent, AddDocumentIntent, ListDocumentsIntent, DocumentImportStatusIntent, RAGAppShortcutsProvider, GetEmbeddingProviderIntent, EmbeddingProviderSnippetView, RAGResponseSnippetView, DocumentListSnippetView, DocumentImportStatusSnippetView, ErrorSnippetView, AskDocumentIntent, SummarizeDocumentIntent, CompareDocumentsIntent, SearchLibraryIntent","perform, formatForSiri, perform, perform, perform","retrieval, document import",SiriDaemon,,,no,no,no,yes,high,Docs/ROADMAP.md,Siri and Shortcuts automation triggers,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
ResponseTransformService,ResponseTransformService,generation,OpenIntelligence/Services/Agentic/ResponseTransformService.swift,"ResponseTransformService, ResponseTransformService, ResponseTransformError","keyFacts, stepByStep, simplify, whatsMissing, formatChunksForPrompt",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
ScreenAwarenessIntents,ScreenAwarenessIntents,App Intents/Siri/Shortcuts,OpenIntelligence/Services/Agentic/ScreenAwarenessIntents.swift,"ScreenAwarenessSnippetView, IngestDocumentIntent, IngestURLIntent","perform, perform","retrieval, document import",SiriDaemon,,,no,no,no,yes,high,Docs/ROADMAP.md,Siri and Shortcuts automation triggers,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
ToolCallCounter,ToolCallCounter,generation,OpenIntelligence/Services/Agentic/ToolCallCounter.swift,,"increment, takeAndReset",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
VisualIntelligenceIntents,VisualIntelligenceIntents,App Intents/Siri/Shortcuts,OpenIntelligence/Services/Agentic/VisualIntelligenceIntents.swift,"AnalyzeImageIntent, IngestFromCameraIntent, VisualSearchIntent, VisualAnalysisSnippetView","perform, extractText, perform, perform","retrieval, document import",SiriDaemon,,,no,no,no,yes,high,Docs/ROADMAP.md,Siri and Shortcuts automation triggers,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
WritingToolsService,WritingToolsService,generation,OpenIntelligence/Services/Agentic/WritingToolsService.swift,"WritingToolsService, WritingToolsService, RewriteTone, SummaryStyle, WritingToolsError","proofread, rewrite, summarize, makeConcise, simplify",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
BillingError,BillingError,billing/entitlements,OpenIntelligence/Services/Billing/BillingError.swift,"BillingError, Reason","userFacingStoreKitMessage, extractAMSServerPayloadMessage, messageFrom, resolveInnermostNSError, isSandboxPurchaseNotAuthorized","StoreKit, EntitlementStore",library/container management,UserDefaults/Keychain,Keychain,no,no,no,no,high,Docs/BILLING_AND_LIMITS.md,Subscription and paywall management,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
BillingEvent,BillingEvent,billing/entitlements,OpenIntelligence/Services/Billing/BillingEvent.swift,BillingEvent,,"StoreKit, EntitlementStore",library/container management,UserDefaults/Keychain,Keychain,no,no,yes,no,high,Docs/BILLING_AND_LIMITS.md,Subscription and paywall management,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
BillingProduct,BillingProduct,billing/entitlements,OpenIntelligence/Services/Billing/BillingProduct.swift,"BillingProduct, Kind",,"StoreKit, EntitlementStore",library/container management,UserDefaults/Keychain,Keychain,no,no,no,no,high,Docs/BILLING_AND_LIMITS.md,Subscription and paywall management,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
BillingService,BillingService,billing/entitlements,OpenIntelligence/Services/Billing/BillingService.swift,BillingService,"refreshProducts, purchase, restorePurchases","StoreKit, EntitlementStore",library/container management,UserDefaults/Keychain,Keychain,no,no,yes,no,high,Docs/BILLING_AND_LIMITS.md,Subscription and paywall management,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
EntitlementStore,EntitlementStore,billing/entitlements,OpenIntelligence/Services/Billing/EntitlementStore.swift,"DocumentPackEntry, LocalModelAccessState, EntitlementStore, Keys, DebugKeys","loadDocumentPacks, totalCredits, activePackCount, pruneExpiredPacks, buildSnapshot","StoreKit, EntitlementStore",library/container management,UserDefaults/Keychain,Keychain,no,no,yes,no,high,Docs/BILLING_AND_LIMITS.md,Subscription and paywall management,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
MaximumModeQuotaStore,MaximumModeQuotaStore,billing/entitlements,OpenIntelligence/Services/Billing/MaximumModeQuotaStore.swift,"MaximumModeQuotaState, MaximumModeQuotaStore, Keys","currentState, consumeIfAllowed, nextResetDate, dayKey","StoreKit, EntitlementStore",library/container management,UserDefaults/Keychain,Keychain,no,no,no,no,high,Docs/BILLING_AND_LIMITS.md,Subscription and paywall management,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
MonetizationPolicy,MonetizationPolicy,billing/entitlements,OpenIntelligence/Services/Billing/MonetizationPolicy.swift,"MaximumModeAccessPolicy, LegacyProtectionState, EntitlementSnapshot, MaximumModeExecutionDecision",,"StoreKit, EntitlementStore",library/container management,UserDefaults/Keychain,Keychain,no,no,yes,no,high,Docs/BILLING_AND_LIMITS.md,Subscription and paywall management,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
StoreKitBillingService,StoreKitBillingService,StoreKit,OpenIntelligence/Services/Billing/StoreKitBillingService.swift,"StoreKitTimeoutError, StoreKitBillingService","refreshProducts, purchase, restorePurchases, handlePurchaseResult, listenForTransactions",Apple StoreKit API,settings,,,no,no,yes,no,high,Docs/BILLING_AND_LIMITS.md,In-App Purchases configurations and transactions,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
DocumentSummaryService,DocumentSummaryService,generation,OpenIntelligence/Services/Document/Analysis/DocumentSummaryService.swift,"DocumentSummaryError, SummaryConfig","setRAGService, generateDocumentSummary, buildRepresentativeText, generateSummaryViaLLM, generateSummaryWithFoundationModels",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
EntityIndexService,EntityIndexService,semantic chunking,OpenIntelligence/Services/Document/Analysis/EntityIndexService.swift,"EntityIndexSnapshotData, CodingKeys, EntityIndexStatistics","indexChunk, indexChunks, chunksForEntity, chunksForEntities, chunksForEntity",,,,,no,no,no,no,low,Docs/INGESTION_PIPELINE.md,Splits text blocks using semantic density,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
SpatialDocumentAnalyzer,SpatialDocumentAnalyzer,retrieval,OpenIntelligence/Services/Document/Analysis/SpatialDocumentAnalyzer.swift,"SpatialTextElement, FontSizeCategory, DocumentHierarchyElement, DetectedFigure, AlignedTableCell, TextAlignment, SpatialColumnLayout, TextFlowPattern, SpatialPageAnalysis","analyze, createSpatialElement, buildHierarchy, detectColumnLayout, clusterXPositions",,,,,no,no,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,General retriever coordinator,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
SpecificationDetector,SpecificationDetector,retrieval,OpenIntelligence/Services/Document/Analysis/SpecificationDetector.swift,"SpecificationBlock, SpecificationDetector","detectSpecifications, isSpecificationHeading, toKeyValuePairs, formatForEmbedding, isSpecificationBlock",,,,,no,no,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,General retriever coordinator,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
SpeechAnalyzerService,SpeechAnalyzerService,retrieval,OpenIntelligence/Services/Document/Analysis/SpeechAnalyzerService.swift,"SpeechAnalysisResult, AnalyzedUtterance, SpeechAnalysisError, SpeechAnalyzerService","canAnalyze, analyze, cancel, performSpeechAnalysis, legacyTranscription",,,,,no,no,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,General retriever coordinator,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
ContentTaggingService,ContentTaggingService,semantic chunking,OpenIntelligence/Services/Document/Chunking/ContentTaggingService.swift,"ContentTaggingError, ContentTags, ContentTaggingService, ContentTags, ContentTaggingService","setupModel, generateTags, generateTagsWithTimeout, generateTagsForDocument, nlTaggerFallbackTags",,,,,no,no,no,no,low,Docs/INGESTION_PIPELINE.md,Splits text blocks using semantic density,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
PageComplexityAnalyzer,PageComplexityAnalyzer,OCR/extraction,OpenIntelligence/Services/Document/Chunking/PageComplexityAnalyzer.swift,"PageComplexity, PageComplexityAnalysis, PageComplexityAnalyzer, TextPatterns, PDFStructureAnalysis, VisualPatternAnalysis, VisionAnalysisResults, PageProcessingStrategy","activeImageRenderContext, analyze, analyzeBatch, analyzeTextQuality, analyzeFineTextRisk",,,,,no,no,no,no,medium,Docs/Engineering/APPLE_DOCUMENT_INTELLIGENCE.md,Text/Layout extraction from PDFs and Images,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
SemanticChunker,SemanticChunker,semantic chunking,OpenIntelligence/Services/Document/Chunking/SemanticChunker.swift,"SemanticChunker, ChunkingDiagnostics, ChunkingConfig, boundaries, EnhancedChunk, ChunkMetadata, DetectedSection, TableBlock, names, names","diagnostics, tokenWordCount, estimateSentenceCount, averageSentenceLength, detectLanguage",,,,,no,no,no,no,low,Docs/INGESTION_PIPELINE.md,Splits text blocks using semantic density,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
CoreMLDocumentClassifier,CoreMLDocumentClassifier,OCR/extraction,OpenIntelligence/Services/Document/Classification/CoreMLDocumentClassifier.swift,"DocumentContentType, ProcessingHints, OCRAccuracy, ChunkingPreset, DocumentClassificationResult, ClassifierError","loadModel, classify, classifyWithCoreML, classifyWithVision, materializedCGImage",,,,,no,no,no,no,medium,Docs/Engineering/APPLE_DOCUMENT_INTELLIGENCE.md,Text/Layout extraction from PDFs and Images,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
CoreMLRegionDetector,CoreMLRegionDetector,OCR/extraction,OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,"DocumentRegionType, DocumentDetectedRegion, RegionDetectionResult, labels, DetectorError","pixelRect, regions, loadModel, detectRegions, detectWithDETR",,,,,no,no,no,no,medium,Docs/Engineering/APPLE_DOCUMENT_INTELLIGENCE.md,Text/Layout extraction from PDFs and Images,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
ImageUnderstandingService,ImageUnderstandingService,OCR/extraction,OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,"AnalyzedImage, ImageClassification, ImageContentType, VisualContentMetadata, ColumnLayout, ImageUnderstandingService, StandaloneImageAnalysis, EnhancedImageAnalysis, ImageDescriptionService","from, classifyImage, classifyImageModern, materializedCGImage, classifyImageLegacy",,,,,no,no,no,no,medium,Docs/Engineering/APPLE_DOCUMENT_INTELLIGENCE.md,Text/Layout extraction from PDFs and Images,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
YOLODetectionService,YOLODetectionService,OCR/extraction,OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,"object, struct, labels","loadModel, detectObjects, detectObjects, detectObjects, detectWithYOLO",,,,,no,no,no,no,medium,Docs/Engineering/APPLE_DOCUMENT_INTELLIGENCE.md,Text/Layout extraction from PDFs and Images,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
OCRConfiguration,OCRConfiguration,OCR/extraction,OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,"OCRConfiguration, TextNormalizationProfile, AdaptivePreprocessor, Strategy, ConfidenceVerifier, ObservationAnalysis, UncertainNumber","configureRequest, extractDynamicVocabulary, customWords, detectDocumentLanguage, isGarbageText",,,,,no,no,no,no,medium,Docs/Engineering/APPLE_DOCUMENT_INTELLIGENCE.md,Text/Layout extraction from PDFs and Images,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
VisionOCRThrottle,VisionOCRThrottle,OCR/extraction,OpenIntelligence/Services/Document/Config/VisionOCRThrottle.swift,"APIs, VisionOCRThrottle, APIs","synchronizeGPU, acquire, release, executeSyncOperation, performSync",,,,,no,no,no,no,medium,Docs/Engineering/APPLE_DOCUMENT_INTELLIGENCE.md,Text/Layout extraction from PDFs and Images,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
AudioTranscriptionService,AudioTranscriptionService,OCR/extraction,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,"TranscriptionResult, TranscriptionSegment, TranscriptionError, AudioTranscriptionService","checkAuthorization, requestAuthorization, canTranscribe, transcribe, cancel",,,,,no,no,no,no,medium,Docs/Engineering/APPLE_DOCUMENT_INTELLIGENCE.md,Text/Layout extraction from PDFs and Images,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
GazetteerService,GazetteerService,OCR/extraction,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,GazetteerEntity,"addTerms, extractAndAddTerms, compileGazetteer, getGazetteer, recognizeEntities",,,,,no,no,no,no,medium,Docs/Engineering/APPLE_DOCUMENT_INTELLIGENCE.md,Text/Layout extraction from PDFs and Images,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
LanguageDetectionService,LanguageDetectionService,OCR/extraction,OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,"DetectedLanguage, DocumentLanguageProfile, LanguageDetectionService","languages, detectQueryLanguage, analyzeDocument, detectText, extractSamples",,,,,no,no,no,no,medium,Docs/Engineering/APPLE_DOCUMENT_INTELLIGENCE.md,Text/Layout extraction from PDFs and Images,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
TranslationService,TranslationService,OCR/extraction,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,"TranslationResult, TranslationConfig, TranslationService","isTranslationAvailable, isLanguagePairInstalled, translate, translateBatch, performBatchTranslation",,,,,no,no,no,no,medium,Docs/Engineering/APPLE_DOCUMENT_INTELLIGENCE.md,Text/Layout extraction from PDFs and Images,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
DocumentProcessor+DocumentIngestionEngine,DocumentProcessor+DocumentIngestionEngine,document import,OpenIntelligence/Services/Document/Processing/DocumentProcessor+DocumentIngestionEngine.swift,,ingestDocument,,,,,no,no,no,no,low,Docs/INGESTION_PIPELINE.md,Manages files import from disk or camera,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
DocumentProcessor,DocumentProcessor,OCR/extraction,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,"DocumentProcessor, ProcessedChunk, StructuredTablePayload, ChunkingOverride, StructuredExtractionResult, with, StructuredElementWrapper, RegionCropRescuePayload, ExtractionProgress, PageInfo, PageExtractionResult, for, PageData, PageRenderData, PageParseResult, SpatialLine, OCRReadingBlock, DetectedTable, DocumentProcessingError, ZIPArchive, CentralDirectoryEntry","preprocessImageForOCR, traceIngestionDecision, traceIngestionOutcome, preferredOCRRenderScale, shouldForceVisionForAdaptiveRecovery",,,,,no,no,no,no,medium,Docs/Engineering/APPLE_DOCUMENT_INTELLIGENCE.md,Text/Layout extraction from PDFs and Images,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
IntelligentDocumentProcessor,IntelligentDocumentProcessor,OCR/extraction,OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,"IntelligentProcessingResult, StructuredDocumentContent, ExtractedTextBlock, ExtractedTable, ExtractedFigure, ExtractedList, DocumentStructureMetadata, IntelligentProcessingMetrics, RegionRescueResult, comparison, ProcessingOptions","processDocument, rescuePageRegions, prioritizedRescueRegions, rescuePriority, classifyDocument",,,,,no,no,no,no,medium,Docs/Engineering/APPLE_DOCUMENT_INTELLIGENCE.md,Text/Layout extraction from PDFs and Images,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
LayoutAwareExtractor,LayoutAwareExtractor,OCR/extraction,OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,"TextBlock, DetectedColumn, LayoutAnalysisResult, TableRegion, ReadingElement","sortByReadingOrder, extractWithLayout, extractWithLayout, recognizeTextBlocks, extractBlocksFromPDFPage",,,,,no,no,no,no,medium,Docs/Engineering/APPLE_DOCUMENT_INTELLIGENCE.md,Text/Layout extraction from PDFs and Images,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
StreamingXMLProcessor,StreamingXMLProcessor,retrieval,OpenIntelligence/Services/Document/Processing/StreamingXMLProcessor.swift,"StreamingXMLProcessor, StreamingXMLChunk, HealthRecordAggregate, YearlyAggregate, WorkoutAggregate, YearlyWorkout","formatDateRange, addRecord, toChunkText, formatValue, toChunkText",,,,,no,no,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,General retriever coordinator,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
StructuredDocumentParser,StructuredDocumentParser,OCR/extraction,OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,"StructuredElement, DetectedEntity, EntityType, TableCellAlignment, TableData, StructuredPageContent, OCRFallbackReadingBlock, StructuredDocumentSnapshot, CellContentType, StructuredParsingError","inferAlignments, normalizedHeaders, normalizedAlignmentRow, rowRecords, compactCellDescriptions",,,,,no,no,no,no,medium,Docs/Engineering/APPLE_DOCUMENT_INTELLIGENCE.md,Text/Layout extraction from PDFs and Images,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
VisualCaptioningService,VisualCaptioningService,generation,OpenIntelligence/Services/Document/Processing/VisualCaptioningService.swift,,generateCaption,,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
AdaptiveEmbeddingOptimizer,AdaptiveEmbeddingOptimizer,embeddings,OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,"CorpusSignals, ChunkingPlan, Strategy, EmbeddingPlan, RetrievalPlan, FusionStyle, RerankerStrategy, DocumentProfile, IntelligenceReport, QuerySignals","analyzeLibrary, buildChunkingPlan, recommendEmbeddingPlan, analyzeQueries, recommendRetrievalPlan",,,,,no,yes,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Generates CoreML embeddings vectors,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
EmbeddingService,EmbeddingService,embeddings,OpenIntelligence/Services/Embedding/EmbeddingService.swift,"EmbeddingService, EmbeddingError","countTokens, enableIngestionMode, disableIngestionMode, forProvider, validatedDimension",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Generates CoreML embeddings vectors,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
AppleFMEmbeddingProvider,AppleFMEmbeddingProvider,embeddings,OpenIntelligence/Services/Embedding/Providers/AppleFMEmbeddingProvider.swift,AppleFMEmbeddingProvider,"embed, embedBatch",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Generates CoreML embeddings vectors,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
CoreAISentenceEmbeddingProvider,CoreAISentenceEmbeddingProvider,embeddings,OpenIntelligence/Services/Embedding/Providers/CoreAISentenceEmbeddingProvider.swift,CoreAISentenceEmbeddingProvider,"setup, countTokens, embed, embedBatch",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Generates CoreML embeddings vectors,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
CoreMLSentenceEmbeddingProvider,CoreMLSentenceEmbeddingProvider,embeddings,OpenIntelligence/Services/Embedding/Providers/CoreMLSentenceEmbeddingProvider.swift,"MLArrayBufferSet, CoreMLSentenceEmbeddingProvider","acquire, release, makeBufferSet, enableIngestionMode, disableIngestionMode",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Generates CoreML embeddings vectors,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
EmbeddingProvider,EmbeddingProvider,embeddings,OpenIntelligence/Services/Embedding/Providers/EmbeddingProvider.swift,EmbeddingProvider,"embed, embedBatch, countTokens, enableIngestionMode, disableIngestionMode",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Generates CoreML embeddings vectors,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
NLContextualEmbeddingProvider,NLContextualEmbeddingProvider,embeddings,OpenIntelligence/Services/Embedding/Providers/NLContextualEmbeddingProvider.swift,"NLContextualEmbeddingProvider, PoolingStrategy","embed, embedBatch, ensureLoaded, requestAssets, poolTokenEmbeddings",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Generates CoreML embeddings vectors,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
NLEmbeddingProvider,NLEmbeddingProvider,embeddings,OpenIntelligence/Services/Embedding/Providers/NLEmbeddingProvider.swift,NLEmbeddingProvider,"embed, embedBatch, averageEmbeddings, createFallbackEmbedding, validateEmbedding",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Generates CoreML embeddings vectors,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
AppleEvaluationsBridge,AppleEvaluationsBridge,diagnostics/telemetry,OpenIntelligence/Services/Evaluation/AppleEvaluationsBridge.swift,AppleEvaluationsBridge,"bridgeResult, exportForFMCLI",,,,,no,no,no,no,low,Docs/EVALS.md,Monitors pipeline performance and hardware usage,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
RAGEvalCase,RAGEvalCase,citations/source rendering,OpenIntelligence/Services/Evaluation/RAGEvalCase.swift,"RAGEvalCase, EvalCategory, RAGEvalResult",,,,,,no,no,no,no,low,Docs/RETRIEVAL_PIPELINE.md,Source citations visualization in UI,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
RAGEvalDataset,RAGEvalDataset,diagnostics/telemetry,OpenIntelligence/Services/Evaluation/RAGEvalDataset.swift,"RAGEvalDataset, EvalError","cases, cases, load, loadFromBundle",,,,,no,no,no,no,low,Docs/EVALS.md,Monitors pipeline performance and hardware usage,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
